1444041592,2015-10-05 10:39:52,21.75,21.83,20193.86,601
1444041592,2015-10-05 10:39:52,21.75,21.89,20059.84,601
1444041592,2015-10-05 10:39:52,21.75,21.98,19068.01,601
1444041592,2015-10-05 10:39:52,21.75,22.10,19541.60,601
1444041592,2015-10-05 10:39:52,22.75,22.23,19299.26,601
1444041592,2015-10-05 10:39:52,22.75,22.24,19284.38,601
1444041592,2015-10-05 10:39:52,21.25,23.01,  0.00,600
1444042263,2015-10-05 10:51:03,22.25,23.88,  0.32,602
1444042934,2015-10-05 11:02:14,22.00,24.32,  0.32,602
1444043605,2015-10-05 11:13:25,27.50,26.79,  0.32,602
1444044277,2015-10-05 11:24:37,24.75,26.53,  0.32,602
1444044948,2015-10-05 11:35:48,23.50,26.08,  0.32,602
1444045619,2015-10-05 11:46:59,22.50,24.06,  0.32,601
1444046290,2015-10-05 11:58:10,21.50,23.18,  0.32,602
1444046961,2015-10-05 12:09:21,21.75,22.40,  0.00,601
1444047632,2015-10-05 12:20:32,19.75,21.18,1400.24,602
1444048302,2015-10-05 12:31:42,19.75,21.18,2747.98,601
1444048972,2015-10-05 12:42:52,19.75,21.10,2740.58,601
1444049642,2015-10-05 12:54:02,19.50,21.10,2740.96,601
1444050312,2015-10-05 13:05:12,19.50,21.01,2719.97,601
1444050983,2015-10-05 13:16:23,19.50,21.01,2720.96,601
1444051653,2015-10-05 13:27:33,19.50,20.92,2721.11,601
1444052323,2015-10-05 13:38:43,19.50,20.92,2719.25,601
1444052993,2015-10-05 13:49:53,19.50,20.92,2716.93,601
1444053663,2015-10-05 14:01:03,19.50,20.92,2714.86,601
1444054334,2015-10-05 14:12:14,19.25,20.85,2713.08,601
1444055004,2015-10-05 14:23:24,19.25,20.92,2719.31,601
1444055674,2015-10-05 14:34:34,19.25,20.92,2719.94,601
1444056344,2015-10-05 14:45:44,19.25,20.92,2711.20,601
1444057014,2015-10-05 14:56:54,19.25,20.84,2716.89,601
1444057684,2015-10-05 15:08:04,19.25,20.84,2713.32,601
1444058355,2015-10-05 15:19:15,19.25,20.84,2709.48,601
1444059025,2015-10-05 15:30:25,19.25,20.75,2708.25,601
1444059695,2015-10-05 15:41:35,19.25,20.75,2706.58,601
1444060365,2015-10-05 15:52:45,19.25,20.75,2703.93,601
1444061035,2015-10-05 16:03:55,19.25,20.75,2702.90,601
1444061705,2015-10-05 16:15:05,19.00,20.58,2670.73,601
1444062375,2015-10-05 16:26:15,19.00,20.58,2687.71,601
1444063045,2015-10-05 16:37:25,19.00,20.42,2691.66,601
1444063715,2015-10-05 16:48:35,19.00,20.58,2689.64,601
1444064385,2015-10-05 16:59:45,19.00,20.49,2678.78,601
1444065056,2015-10-05 17:10:56,19.00,20.49,2670.90,601
1444065726,2015-10-05 17:22:06,19.00,20.40,2684.87,601
1444066396,2015-10-05 17:33:16,18.75,20.30,2669.04,601
1444067066,2015-10-05 17:44:26,18.75,20.32,2668.82,601
1444067736,2015-10-05 17:55:36,18.75,20.32,2667.78,601
1444068406,2015-10-05 18:06:46,18.75,20.32,2650.76,601
1444069076,2015-10-05 18:17:56,18.75,20.23,2664.57,601
1444069746,2015-10-05 18:29:06,18.75,20.23,2665.81,601
1444070416,2015-10-05 18:40:16,18.75,20.23,2663.12,601
1444071086,2015-10-05 18:51:26,18.50,20.14,2670.49,601
1444071756,2015-10-05 19:02:36,18.50,20.14,2652.90,601
1444072426,2015-10-05 19:13:46,18.50,20.06,2654.65,601
1444073096,2015-10-05 19:24:56,18.50,20.06,2654.02,601
1444073766,2015-10-05 19:36:06,18.50,19.97,2646.69,601
1444074435,2015-10-05 19:47:15,18.50,19.97,2642.99,601
1444075105,2015-10-05 19:58:25,18.50,20.06,2652.43,601
1444075775,2015-10-05 20:09:35,18.50,20.06,2655.36,601
1444076445,2015-10-05 20:20:45,18.50,20.14,2660.64,601
1444077115,2015-10-05 20:31:55,18.50,20.14,2660.56,601
1444077785,2015-10-05 20:43:05,18.50,20.14,2660.20,601
1444078455,2015-10-05 20:54:15,18.50,20.06,2656.17,601
1444079125,2015-10-05 21:05:25,18.50,20.06,2656.41,601
1444079795,2015-10-05 21:16:35,18.50,20.06,2654.46,601
1444080465,2015-10-05 21:27:45,18.50,20.07,2647.01,601
1444081135,2015-10-05 21:38:55,18.50,20.14,2649.38,601
1444081805,2015-10-05 21:50:05,18.50,20.14,2654.97,601
